# Version 1.00
#
# (2.92) P1 SRC, P2 STD, B21 40, B31 0, B501 On, B32 0, B302 Off, 271 pts, 3th, 2 GHz, 10 ms, 25 ms, 0.5 ms, 0.1 ms, Ext Att P1 6 P2 6, LN
# 
freq[Hz],Trc4_S22[dB],
4.782500000000000E+08,-2.783551574118233E-02,
4.785000000000000E+08,-2.789628079164836E-02,
4.787500000000000E+08,-2.743578931427851E-02,
4.790000000000000E+08,-2.731551535070139E-02,
4.792500000000000E+08,-2.740713056171684E-02,
4.795000000000000E+08,-2.715378284515128E-02,
4.797500000000000E+08,-2.696219002578687E-02,
4.800000000000000E+08,-2.721754489782107E-02,
4.802500000000000E+08,-2.682231134352181E-02,
4.805000000000000E+08,-2.672452679725203E-02,
4.807500000000000E+08,-2.653091295905220E-02,
4.810000000000000E+08,-2.642786957007413E-02,
4.812500000000000E+08,-2.620890423001983E-02,
4.815000000000000E+08,-2.626322751878660E-02,
4.817500000000000E+08,-2.641019910268053E-02,
4.820000000000000E+08,-2.624622633643975E-02,
4.822500000000000E+08,-2.579246648445457E-02,
4.825000000000000E+08,-2.607549205421187E-02,
4.827500000000000E+08,-2.593291802771457E-02,
4.830000000000000E+08,-2.568864621765283E-02,
4.832500000000000E+08,-2.580640158777764E-02,
4.835000000000000E+08,-2.570219100193034E-02,
4.837500000000000E+08,-2.565842347756708E-02,
4.840000000000000E+08,-2.527635368365501E-02,
4.842500000000000E+08,-2.546612974938721E-02,
4.845000000000000E+08,-2.542318861559054E-02,
4.847500000000000E+08,-2.473758680829925E-02,
4.850000000000000E+08,-2.484798944393461E-02,
4.852500000000000E+08,-2.499059784336444E-02,
4.855000000000000E+08,-2.483602586111833E-02,
4.857500000000000E+08,-2.481874042893325E-02,
4.860000000000000E+08,-2.457709746268801E-02,
4.862500000000000E+08,-2.448738190449893E-02,
4.865000000000000E+08,-2.447406546456089E-02,
4.867500000000000E+08,-2.459454713956215E-02,
4.870000000000000E+08,-2.443241464705226E-02,
4.872500000000000E+08,-2.411746242566130E-02,
4.875000000000000E+08,-2.417148141509746E-02,
4.877500000000000E+08,-2.411195715718342E-02,
4.880000000000000E+08,-2.401778810136518E-02,
4.882500000000000E+08,-2.393481169683017E-02,
4.885000000000000E+08,-2.396417981362203E-02,
4.887500000000000E+08,-2.373973013070428E-02,
4.890000000000000E+08,-2.371267135489886E-02,
4.892500000000000E+08,-2.364760041121215E-02,
4.895000000000000E+08,-2.382737327769426E-02,
4.897500000000000E+08,-2.380575490466451E-02,
4.900000000000000E+08,-2.348859043897710E-02,
4.902500000000000E+08,-2.343899761453598E-02,
4.905000000000000E+08,-2.348122150875431E-02,
4.907500000000000E+08,-2.364216667783455E-02,
4.910000000000000E+08,-2.360932614993939E-02,
4.912500000000000E+08,-2.357571088794604E-02,
4.915000000000000E+08,-2.378168117991487E-02,
4.917500000000000E+08,-2.370441445757921E-02,
4.920000000000000E+08,-2.375221212616424E-02,
4.922500000000000E+08,-2.382871060632599E-02,
4.925000000000000E+08,-2.403144606936213E-02,
4.927500000000000E+08,-2.397366823954701E-02,
4.930000000000000E+08,-2.401770570993490E-02,
4.932500000000000E+08,-2.402846590360359E-02,
4.935000000000000E+08,-2.430509585906668E-02,
4.937500000000000E+08,-2.414780382185731E-02,
4.940000000000000E+08,-2.451000075566057E-02,
4.942500000000000E+08,-2.445110425272620E-02,
4.945000000000000E+08,-2.491680127353526E-02,
4.947500000000000E+08,-2.478118426912741E-02,
4.950000000000000E+08,-2.498799419285432E-02,
4.952500000000000E+08,-2.505186656246804E-02,
4.955000000000000E+08,-2.534608371066966E-02,
4.957500000000000E+08,-2.558895631504182E-02,
4.960000000000000E+08,-2.543933668391923E-02,
4.962500000000000E+08,-2.560821525052678E-02,
4.965000000000000E+08,-2.592007438775473E-02,
4.967500000000000E+08,-2.601555583455185E-02,
4.970000000000000E+08,-2.628230705413785E-02,
4.972500000000000E+08,-2.667356304572098E-02,
4.975000000000000E+08,-2.674068987795849E-02,
4.977500000000000E+08,-2.706821781351985E-02,
4.980000000000000E+08,-2.729146300770126E-02,
4.982500000000000E+08,-2.735637382309804E-02,
4.985000000000000E+08,-2.749535547515168E-02,
4.987500000000000E+08,-2.782882438034728E-02,
4.990000000000000E+08,-2.825895102619805E-02,
4.992500000000000E+08,-2.816452698675573E-02,
4.995000000000000E+08,-2.853703764329719E-02,
4.997500000000000E+08,-2.892518844973841E-02,
5.000000000000000E+08,-2.911997460465829E-02,
5.002500000000000E+08,-2.933399178749952E-02,
5.005000000000000E+08,-2.972923211553912E-02,
5.007500000000000E+08,-2.989983138312714E-02,
5.010000000000000E+08,-3.027479959540411E-02,
5.012500000000000E+08,-3.053606648310582E-02,
5.015000000000000E+08,-3.086841562025596E-02,
5.017500000000000E+08,-3.116691472894940E-02,
5.020000000000000E+08,-3.160537649060793E-02,
5.022500000000000E+08,-3.192135703560137E-02,
5.025000000000000E+08,-3.234044391893737E-02,
5.027500000000000E+08,-3.274686296542887E-02,
5.030000000000000E+08,-3.340431116696693E-02,
5.032500000000000E+08,-3.390068140997300E-02,
5.035000000000000E+08,-3.447377181383165E-02,
5.037500000000000E+08,-3.471171297573748E-02,
5.040000000000000E+08,-3.522206189985642E-02,
5.042500000000000E+08,-3.573861415325908E-02,
5.045000000000000E+08,-3.630199421366945E-02,
5.047500000000000E+08,-3.685713978178292E-02,
5.050000000000000E+08,-3.754891138297706E-02,
5.052500000000000E+08,-3.843360453329231E-02,
5.055000000000000E+08,-3.903097740408702E-02,
5.057500000000000E+08,-3.978267915279097E-02,
5.060000000000000E+08,-4.055852556185770E-02,
5.062500000000000E+08,-4.139288825924922E-02,
5.065000000000000E+08,-4.222012648761150E-02,
5.067500000000000E+08,-4.310095481708250E-02,
5.070000000000000E+08,-4.404362258421081E-02,
5.072500000000000E+08,-4.516107790420978E-02,
5.075000000000000E+08,-4.610314949940859E-02,
5.077500000000000E+08,-4.737419082323600E-02,
5.080000000000000E+08,-4.847653349569755E-02,
5.082500000000000E+08,-4.962571966787412E-02,
5.085000000000000E+08,-5.093080742724791E-02,
5.087500000000000E+08,-5.216816025586807E-02,
5.090000000000000E+08,-5.344588056085758E-02,
5.092500000000000E+08,-5.505816513779123E-02,
5.095000000000000E+08,-5.666584357801600E-02,
5.097500000000000E+08,-5.813467633715944E-02,
5.100000000000000E+08,-5.996985366235232E-02,
5.102500000000000E+08,-6.190985054906584E-02,
5.105000000000000E+08,-6.371868884209894E-02,
5.107500000000000E+08,-6.593719215540261E-02,
5.110000000000000E+08,-6.801254160380656E-02,
5.112500000000000E+08,-7.027743715676307E-02,
5.115000000000000E+08,-7.283403752845508E-02,
5.117500000000000E+08,-7.525119759904189E-02,
5.120000000000000E+08,-7.782784878716545E-02,
5.122500000000000E+08,-8.074095942474221E-02,
5.125000000000000E+08,-8.376673190356938E-02,
5.127500000000000E+08,-8.692776658748760E-02,
5.130000000000000E+08,-9.013149097164745E-02,
5.132500000000000E+08,-9.386318376308109E-02,
5.135000000000000E+08,-9.770910377826122E-02,
5.137500000000000E+08,-1.018260841103982E-01,
5.140000000000000E+08,-1.063842761559948E-01,
5.142500000000000E+08,-1.111738302091937E-01,
5.145000000000000E+08,-1.161833083846016E-01,
5.147500000000000E+08,-1.216540964892529E-01,
5.150000000000000E+08,-1.274718509983692E-01,
5.152500000000000E+08,-1.339117480696204E-01,
5.155000000000000E+08,-1.408629311123374E-01,
5.157500000000000E+08,-1.483722954187528E-01,
5.160000000000000E+08,-1.569182393661167E-01,
5.162500000000000E+08,-1.662182542479377E-01,
5.165000000000000E+08,-1.765506130880727E-01,
5.167500000000000E+08,-1.881703498767648E-01,
5.170000000000000E+08,-2.012680833437962E-01,
5.172500000000000E+08,-2.159930903349871E-01,
5.175000000000000E+08,-2.333751786637882E-01,
5.177500000000000E+08,-2.537096779196758E-01,
5.180000000000000E+08,-2.771848053637579E-01,
5.182500000000000E+08,-3.055601381359225E-01,
5.185000000000000E+08,-3.395506885000595E-01,
5.187500000000000E+08,-3.820273485223563E-01,
5.190000000000000E+08,-4.349847740113076E-01,
5.192500000000000E+08,-5.022098903831849E-01,
5.195000000000000E+08,-5.890297550355175E-01,
5.197500000000000E+08,-7.029416471843584E-01,
5.200000000000000E+08,-8.555231087117436E-01,
5.202500000000000E+08,-1.062363866168932E+00,
5.205000000000000E+08,-1.346144506542453E+00,
5.207500000000000E+08,-1.738370016285504E+00,
5.210000000000000E+08,-2.282360636609436E+00,
5.212500000000000E+08,-3.033388542652060E+00,
5.215000000000000E+08,-4.057983902958085E+00,
5.217500000000000E+08,-5.427428327826743E+00,
5.220000000000000E+08,-7.215940476846027E+00,
5.222500000000000E+08,-9.502565491689118E+00,
5.225000000000000E+08,-1.240223998925741E+01,
5.227500000000000E+08,-1.613543816548968E+01,
5.230000000000000E+08,-2.126124849035109E+01,
5.232500000000000E+08,-2.956388568518008E+01,
5.235000000000000E+08,-3.373530351095246E+01,
5.237500000000000E+08,-2.669043178421094E+01,
5.240000000000000E+08,-2.365229338047871E+01,
5.242500000000000E+08,-2.224133054729003E+01,
5.245000000000000E+08,-2.170011567691817E+01,
5.247500000000000E+08,-2.172817289431059E+01,
5.250000000000000E+08,-2.218295636163258E+01,
5.252500000000000E+08,-2.298658795513969E+01,
5.255000000000000E+08,-2.407668190923836E+01,
5.257500000000000E+08,-2.533709746948244E+01,
5.260000000000000E+08,-2.654824582999662E+01,
5.262500000000000E+08,-2.729510977162136E+01,
5.265000000000000E+08,-2.723958290250975E+01,
5.267500000000000E+08,-2.647624043588353E+01,
5.270000000000000E+08,-2.539813278999631E+01,
5.272500000000000E+08,-2.432953264992221E+01,
5.275000000000000E+08,-2.339545014494223E+01,
5.277500000000000E+08,-2.264584065360449E+01,
5.280000000000000E+08,-2.208303339826657E+01,
5.282500000000000E+08,-2.169709792090280E+01,
5.285000000000000E+08,-2.147064452398619E+01,
5.287500000000000E+08,-2.139935017684719E+01,
5.290000000000000E+08,-2.147547171979768E+01,
5.292500000000000E+08,-2.170281347524690E+01,
5.295000000000000E+08,-2.208292429157246E+01,
5.297500000000000E+08,-2.261697005438601E+01,
5.300000000000000E+08,-2.333368957924716E+01,
5.302500000000000E+08,-2.424813121233016E+01,
5.305000000000000E+08,-2.540282140062132E+01,
5.307500000000000E+08,-2.686478893633875E+01,
5.310000000000000E+08,-2.873048560176654E+01,
5.312500000000000E+08,-3.119451273501208E+01,
5.315000000000000E+08,-3.453988549746381E+01,
5.317500000000000E+08,-3.867698839247842E+01,
5.320000000000000E+08,-3.917396326760040E+01,
5.322500000000000E+08,-3.515689449336600E+01,
5.325000000000000E+08,-3.169642606392156E+01,
5.327500000000000E+08,-2.914004089051131E+01,
5.330000000000000E+08,-2.720534628027398E+01,
5.332500000000000E+08,-2.568577109552429E+01,
5.335000000000000E+08,-2.446741727089423E+01,
5.337500000000000E+08,-2.347867150355636E+01,
5.340000000000000E+08,-2.266982859702501E+01,
5.342500000000000E+08,-2.200883518303701E+01,
5.345000000000000E+08,-2.147105349297552E+01,
5.347500000000000E+08,-2.103957780862249E+01,
5.350000000000000E+08,-2.070622203494111E+01,
5.352500000000000E+08,-2.045888631294064E+01,
5.355000000000000E+08,-2.029003166920933E+01,
5.357500000000000E+08,-2.019293924970049E+01,
5.360000000000000E+08,-2.016249281549807E+01,
5.362500000000000E+08,-2.019915461057370E+01,
5.365000000000000E+08,-2.029807989891382E+01,
5.367500000000000E+08,-2.045806527038856E+01,
5.370000000000000E+08,-2.067716202913236E+01,
5.372500000000000E+08,-2.095355030503703E+01,
5.375000000000000E+08,-2.128350932564350E+01,
5.377500000000000E+08,-2.167439457232254E+01,
5.380000000000000E+08,-2.211282280099764E+01,
5.382500000000000E+08,-2.260680191081768E+01,
5.385000000000000E+08,-2.314490975407595E+01,
5.387500000000000E+08,-2.372505206045776E+01,
5.390000000000000E+08,-2.433685198596481E+01,
5.392500000000000E+08,-2.495505513809965E+01,
5.395000000000000E+08,-2.555850411868857E+01,
5.397500000000000E+08,-2.612554447522217E+01,
5.400000000000000E+08,-2.660287249438283E+01,
5.402500000000000E+08,-2.696772743900972E+01,
5.405000000000000E+08,-2.718378353912150E+01,
5.407500000000000E+08,-2.723558711679298E+01,
5.410000000000000E+08,-2.714491795062739E+01,
5.412500000000000E+08,-2.693634083936939E+01,
5.415000000000000E+08,-2.665043253226896E+01,
5.417500000000000E+08,-2.632141465386439E+01,
5.420000000000000E+08,-2.598238435767405E+01,
5.422500000000000E+08,-2.565568224320674E+01,
5.425000000000000E+08,-2.535863104809661E+01,
5.427500000000000E+08,-2.510771713496280E+01,
5.430000000000000E+08,-2.489417027646379E+01,
5.432500000000000E+08,-2.473471108413141E+01,
5.435000000000000E+08,-2.463417654796576E+01,
5.437500000000000E+08,-2.458297307713613E+01,
5.440000000000000E+08,-2.458926475244249E+01,
5.442500000000000E+08,-2.465826497485863E+01,
5.445000000000000E+08,-2.478650954280374E+01,
5.447500000000000E+08,-2.496999203028700E+01,
5.450000000000000E+08,-2.521746711502358E+01,
5.452500000000000E+08,-2.553171859051220E+01,
5.455000000000000E+08,-2.591429645737757E+01,
5.457500000000000E+08,-2.636950790310098E+01,
5.460000000000000E+08,-2.690612896347873E+01,
5.462500000000000E+08,-2.752082026533637E+01,
5.465000000000000E+08,-2.822856617378704E+01,
5.467500000000000E+08,-2.904170090549600E+01,
5.470000000000000E+08,-2.997534748924796E+01,
5.472500000000000E+08,-3.104596364458153E+01,
5.475000000000000E+08,-3.227065652742537E+01,
5.477500000000000E+08,-3.366460681601151E+01,
5.480000000000000E+08,-3.526484956805282E+01,
5.482500000000000E+08,-3.700391064611067E+01,
5.485000000000000E+08,-3.870761692291372E+01,
5.487500000000000E+08,-3.996833030307086E+01,
5.490000000000000E+08,-4.015499286389015E+01,
5.492500000000000E+08,-3.921695563298919E+01,
5.495000000000000E+08,-3.779320804773758E+01,
5.497500000000000E+08,-3.632639658857379E+01,
5.500000000000000E+08,-3.499578633448354E+01,
5.502500000000000E+08,-3.384926976896052E+01,
5.505000000000000E+08,-3.286830929058306E+01,
5.507500000000000E+08,-3.202269079213092E+01,
5.510000000000000E+08,-3.129765620376645E+01,
5.512500000000000E+08,-3.067776947282667E+01,
5.515000000000000E+08,-3.012531323074442E+01,
5.517500000000000E+08,-2.963836469824910E+01,
5.520000000000000E+08,-2.920726594038003E+01,
5.522500000000000E+08,-2.880810555523023E+01,
5.525000000000000E+08,-2.842840622892164E+01,
5.527500000000000E+08,-2.807090392595022E+01,
5.530000000000000E+08,-2.771759288637082E+01,
5.532500000000000E+08,-2.737655479930329E+01,
5.535000000000000E+08,-2.702477965780528E+01,
5.537500000000000E+08,-2.667089614802068E+01,
5.540000000000000E+08,-2.631294208321764E+01,
5.542500000000000E+08,-2.594709519264741E+01,
5.545000000000000E+08,-2.558192211106305E+01,
5.547500000000000E+08,-2.521723983741045E+01,
5.550000000000000E+08,-2.485742141826786E+01,
5.552500000000000E+08,-2.450058069160770E+01,
5.555000000000000E+08,-2.416512529768163E+01,
5.557500000000000E+08,-2.384084808374510E+01,
5.560000000000000E+08,-2.353310152914077E+01,
5.562500000000000E+08,-2.325269966516141E+01,
5.565000000000000E+08,-2.299847864572651E+01,
5.567500000000000E+08,-2.276907910502146E+01,
5.570000000000000E+08,-2.257099470296856E+01,
5.572500000000000E+08,-2.240432309442688E+01,
5.575000000000000E+08,-2.226638569218967E+01,
5.577500000000000E+08,-2.216663394085548E+01,
5.580000000000000E+08,-2.209856923867159E+01,
5.582500000000000E+08,-2.206228816376260E+01,
5.585000000000000E+08,-2.205824332735111E+01,
5.587500000000000E+08,-2.208643786795763E+01,
5.590000000000000E+08,-2.214180119922841E+01,
5.592500000000000E+08,-2.222791513408951E+01,
5.595000000000000E+08,-2.233466742238544E+01,
5.597500000000000E+08,-2.246156088607833E+01,
5.600000000000000E+08,-2.259582211477661E+01,
5.602500000000000E+08,-2.273768750737322E+01,
5.605000000000000E+08,-2.287227490850201E+01,
5.607500000000000E+08,-2.298544892216899E+01,
5.610000000000000E+08,-2.306765593357355E+01,
5.612500000000000E+08,-2.310280558149868E+01,
5.615000000000000E+08,-2.309494379729306E+01,
5.617500000000000E+08,-2.302949555304475E+01,
5.620000000000000E+08,-2.290496748440844E+01,
5.622500000000000E+08,-2.272776448740580E+01,
5.625000000000000E+08,-2.250879076715392E+01,
5.627500000000000E+08,-2.225659179562793E+01,
5.630000000000000E+08,-2.199217140383737E+01,
5.632500000000000E+08,-2.171924880790008E+01,
5.635000000000000E+08,-2.145392710992225E+01,
5.637500000000000E+08,-2.121213904843860E+01,
5.640000000000000E+08,-2.099503314019738E+01,
5.642500000000000E+08,-2.081737249816516E+01,
5.645000000000000E+08,-2.067977953191816E+01,
5.647500000000000E+08,-2.059491010130861E+01,
5.650000000000000E+08,-2.056854693417317E+01,
5.652500000000000E+08,-2.060071345848593E+01,
5.655000000000000E+08,-2.069948456513538E+01,
5.657500000000000E+08,-2.087091423739828E+01,
5.660000000000000E+08,-2.112020021541265E+01,
5.662500000000000E+08,-2.145366625991851E+01,
5.665000000000000E+08,-2.187136462882178E+01,
5.667500000000000E+08,-2.238763449734039E+01,
5.670000000000000E+08,-2.299530268593301E+01,
5.672500000000000E+08,-2.369202376313162E+01,
5.675000000000000E+08,-2.445799721675883E+01,
5.677500000000000E+08,-2.523352425073951E+01,
5.680000000000000E+08,-2.594221930268515E+01,
5.682500000000000E+08,-2.644719562678346E+01,
5.685000000000000E+08,-2.659947429753595E+01,
5.687500000000000E+08,-2.633232366480762E+01,
5.690000000000000E+08,-2.572449953940483E+01,
5.692500000000000E+08,-2.491760819030959E+01,
5.695000000000000E+08,-2.405752559775922E+01,
5.697500000000000E+08,-2.324096001153855E+01,
5.700000000000000E+08,-2.251551896536472E+01,
5.702500000000000E+08,-2.192234918667737E+01,
5.705000000000000E+08,-2.146666342915827E+01,
5.707500000000000E+08,-2.116382369353300E+01,
5.710000000000000E+08,-2.102737338434110E+01,
5.712500000000000E+08,-2.106611756804910E+01,
5.715000000000000E+08,-2.130336148179737E+01,
5.717500000000000E+08,-2.175931236212914E+01,
5.720000000000000E+08,-2.248629851064219E+01,
5.722500000000000E+08,-2.353307896708175E+01,
5.725000000000000E+08,-2.499259896614037E+01,
5.727500000000000E+08,-2.698634228410629E+01,
5.730000000000000E+08,-2.954507855280742E+01,
5.732500000000000E+08,-3.191637758726144E+01,
5.735000000000000E+08,-3.160188251977317E+01,
5.737500000000000E+08,-2.901697239820510E+01,
5.740000000000000E+08,-2.657363203263723E+01,
5.742500000000000E+08,-2.487332366150414E+01,
5.745000000000000E+08,-2.394984299464119E+01,
5.747500000000000E+08,-2.389766190031313E+01,
5.750000000000000E+08,-2.505542215506203E+01,
5.752500000000000E+08,-2.861179874688089E+01,
5.755000000000000E+08,-3.865554123004780E+01,
5.757500000000000E+08,-2.580819265488348E+01,
5.760000000000000E+08,-1.824628717448417E+01,
5.762500000000000E+08,-1.333053028696425E+01,
5.765000000000000E+08,-9.701583874292474E+00,
5.767500000000000E+08,-6.954134322136680E+00,
5.770000000000000E+08,-4.913274728424707E+00,
5.772500000000000E+08,-3.453269082027985E+00,
5.775000000000000E+08,-2.447309381015398E+00,
5.777500000000000E+08,-1.772139090242501E+00,
5.780000000000000E+08,-1.323932318212623E+00,
5.782500000000000E+08,-1.025697964256420E+00,
5.785000000000000E+08,-8.252770855966389E-01,
5.787500000000000E+08,-6.882127380702587E-01,
5.790000000000000E+08,-5.921707914508944E-01,
5.792500000000000E+08,-5.234015518591008E-01,
5.795000000000000E+08,-4.733958838074782E-01,
5.797500000000000E+08,-4.359077045642015E-01,
5.800000000000000E+08,-4.071542028256255E-01,
5.802500000000000E+08,-3.848584904628166E-01,
5.805000000000000E+08,-3.669111453984659E-01,
5.807500000000000E+08,-3.523686914089961E-01,
5.810000000000000E+08,-3.402932828183354E-01,
5.812500000000000E+08,-3.305598281865269E-01,
5.815000000000000E+08,-3.215520659879135E-01,
5.817500000000000E+08,-3.138704693364532E-01,
5.820000000000000E+08,-3.072327501030624E-01,
5.822500000000000E+08,-3.015547618457343E-01,
5.825000000000000E+08,-2.963443411917285E-01,
5.827500000000000E+08,-2.918710596339439E-01,
5.830000000000000E+08,-2.875442293890628E-01,
5.832500000000000E+08,-2.834766088637180E-01,
5.835000000000000E+08,-2.799388180409280E-01,
5.837500000000000E+08,-2.765841158869700E-01,
5.840000000000000E+08,-2.732049172763778E-01,
5.842500000000000E+08,-2.704534985024017E-01,
5.845000000000000E+08,-2.675669706837796E-01,
5.847500000000000E+08,-2.649172593564117E-01,
5.850000000000000E+08,-2.625105551132348E-01,
5.852500000000000E+08,-2.600750158962947E-01,
5.855000000000000E+08,-2.580681618663668E-01,
5.857500000000000E+08,-2.555588155594724E-01,
5.860000000000000E+08,-2.537263800761538E-01,
5.862500000000000E+08,-2.515813273830108E-01,
5.865000000000000E+08,-2.498180524381511E-01,
5.867500000000000E+08,-2.477228202888239E-01,
5.870000000000000E+08,-2.462857888762910E-01,
5.872500000000000E+08,-2.442622894804497E-01,
5.875000000000000E+08,-2.427324370552064E-01,
5.877500000000000E+08,-2.409262467995267E-01,
5.880000000000000E+08,-2.393883033685946E-01,
5.882500000000000E+08,-2.376886834310887E-01,
5.885000000000000E+08,-2.363317086820982E-01,
5.887500000000000E+08,-2.345986482776041E-01,
5.890000000000000E+08,-2.332699021045373E-01,
5.892500000000000E+08,-2.317922835729175E-01,
5.895000000000000E+08,-2.304508896391494E-01,
5.897500000000000E+08,-2.290440547745083E-01,
5.900000000000000E+08,-2.275671594944346E-01,
5.902500000000000E+08,-2.263631501692465E-01,
5.905000000000000E+08,-2.251718576171719E-01,
5.907500000000000E+08,-2.238413851152655E-01,
5.910000000000000E+08,-2.227508623021876E-01,
5.912500000000000E+08,-2.213510069182536E-01,
5.915000000000000E+08,-2.202228100819217E-01,
5.917500000000000E+08,-2.190593349289893E-01,
5.920000000000000E+08,-2.179127731140149E-01,
5.922500000000000E+08,-2.167066583990428E-01,
5.925000000000000E+08,-2.156290354367830E-01,
