# Version 1.00
#
# (2.92) P1 SRC, P2 STD, B21 40, B31 0, B501 On, B32 0, B302 Off, 271 pts, 3th, 2 GHz, 10 ms, 25 ms, 0.5 ms, 0.1 ms, Ext Att P1 6 P2 6, LN
# 
freq[Hz],Trc3_S11[dB],
4.732500000000000E+08,-2.616680041120782E-02,
4.735000000000000E+08,-2.630241265952148E-02,
4.737500000000000E+08,-2.602692552761640E-02,
4.740000000000000E+08,-2.564910036834789E-02,
4.742500000000000E+08,-2.563766422028296E-02,
4.745000000000000E+08,-2.571657297177024E-02,
4.747500000000000E+08,-2.495311975065825E-02,
4.750000000000000E+08,-2.486170672779223E-02,
4.752500000000000E+08,-2.475721011871418E-02,
4.755000000000000E+08,-2.453723128272767E-02,
4.757500000000000E+08,-2.437709855804514E-02,
4.760000000000000E+08,-2.424800464960747E-02,
4.762500000000000E+08,-2.392738508627737E-02,
4.765000000000000E+08,-2.369394808719078E-02,
4.767500000000000E+08,-2.345138369561001E-02,
4.770000000000000E+08,-2.310506281066181E-02,
4.772500000000000E+08,-2.274550579425936E-02,
4.775000000000000E+08,-2.291214766436095E-02,
4.777500000000000E+08,-2.247329665492742E-02,
4.780000000000000E+08,-2.233922797640191E-02,
4.782500000000000E+08,-2.208224082835277E-02,
4.785000000000000E+08,-2.196725367316869E-02,
4.787500000000000E+08,-2.159261997361034E-02,
4.790000000000000E+08,-2.159772905895432E-02,
4.792500000000000E+08,-2.120931916442104E-02,
4.795000000000000E+08,-2.110460266978071E-02,
4.797500000000000E+08,-2.082732093155245E-02,
4.800000000000000E+08,-2.075688932278636E-02,
4.802500000000000E+08,-2.045837383233031E-02,
4.805000000000000E+08,-2.022037275143983E-02,
4.807500000000000E+08,-2.027284176376455E-02,
4.810000000000000E+08,-2.004915615214961E-02,
4.812500000000000E+08,-1.994161828334162E-02,
4.815000000000000E+08,-1.952490866959693E-02,
4.817500000000000E+08,-1.965554996095877E-02,
4.820000000000000E+08,-1.946253217905410E-02,
4.822500000000000E+08,-1.924362845345800E-02,
4.825000000000000E+08,-1.921054224789917E-02,
4.827500000000000E+08,-1.876187976059172E-02,
4.830000000000000E+08,-1.877357292245679E-02,
4.832500000000000E+08,-1.851422602220662E-02,
4.835000000000000E+08,-1.837849954378525E-02,
4.837500000000000E+08,-1.833216509893222E-02,
4.840000000000000E+08,-1.796445422701152E-02,
4.842500000000000E+08,-1.794934930031866E-02,
4.845000000000000E+08,-1.801154821313218E-02,
4.847500000000000E+08,-1.786659194611079E-02,
4.850000000000000E+08,-1.756882865027763E-02,
4.852500000000000E+08,-1.761763157881315E-02,
4.855000000000000E+08,-1.757893151044213E-02,
4.857500000000000E+08,-1.734620874199849E-02,
4.860000000000000E+08,-1.728051668562167E-02,
4.862500000000000E+08,-1.697190445832068E-02,
4.865000000000000E+08,-1.689082617613810E-02,
4.867500000000000E+08,-1.678944727387172E-02,
4.870000000000000E+08,-1.668570487666940E-02,
4.872500000000000E+08,-1.658916461487076E-02,
4.875000000000000E+08,-1.624447837466485E-02,
4.877500000000000E+08,-1.631405784323069E-02,
4.880000000000000E+08,-1.633026381883271E-02,
4.882500000000000E+08,-1.608699814947247E-02,
4.885000000000000E+08,-1.594106654568733E-02,
4.887500000000000E+08,-1.568148584569638E-02,
4.890000000000000E+08,-1.585611353289664E-02,
4.892500000000000E+08,-1.571425775276656E-02,
4.895000000000000E+08,-1.547450100116257E-02,
4.897500000000000E+08,-1.556322229902335E-02,
4.900000000000000E+08,-1.534380993333849E-02,
4.902500000000000E+08,-1.515678443174735E-02,
4.905000000000000E+08,-1.498472465448338E-02,
4.907500000000000E+08,-1.526967773386967E-02,
4.910000000000000E+08,-1.493693460247069E-02,
4.912500000000000E+08,-1.476775353877946E-02,
4.915000000000000E+08,-1.477122292983246E-02,
4.917500000000000E+08,-1.454294220005214E-02,
4.920000000000000E+08,-1.449019523709696E-02,
4.922500000000000E+08,-1.434526690124448E-02,
4.925000000000000E+08,-1.422384216737269E-02,
4.927500000000000E+08,-1.420762506907312E-02,
4.930000000000000E+08,-1.426564112665407E-02,
4.932500000000000E+08,-1.419707697064203E-02,
4.935000000000000E+08,-1.418179027075730E-02,
4.937500000000000E+08,-1.399656927802856E-02,
4.940000000000000E+08,-1.391059510911214E-02,
4.942500000000000E+08,-1.376472762331308E-02,
4.945000000000000E+08,-1.390490769302815E-02,
4.947500000000000E+08,-1.383286771872290E-02,
4.950000000000000E+08,-1.372659575355390E-02,
4.952500000000000E+08,-1.369465458311891E-02,
4.955000000000000E+08,-1.356281854657970E-02,
4.957500000000000E+08,-1.361726151750057E-02,
4.960000000000000E+08,-1.335584369908360E-02,
4.962500000000000E+08,-1.362663244510434E-02,
4.965000000000000E+08,-1.367154302411919E-02,
4.967500000000000E+08,-1.350760029840746E-02,
4.970000000000000E+08,-1.384412206675728E-02,
4.972500000000000E+08,-1.429020379278613E-02,
4.975000000000000E+08,-1.372037735185956E-02,
4.977500000000000E+08,-1.373191321023743E-02,
4.980000000000000E+08,-1.453958305854805E-02,
4.982500000000000E+08,-1.380272719515718E-02,
4.985000000000000E+08,-1.471894985277751E-02,
4.987500000000000E+08,-1.406132842414516E-02,
4.990000000000000E+08,-1.384691779415939E-02,
4.992500000000000E+08,-1.415404190326527E-02,
4.995000000000000E+08,-1.425030029949722E-02,
4.997500000000000E+08,-1.441869392372850E-02,
5.000000000000000E+08,-1.520478182897484E-02,
5.002500000000000E+08,-1.458381448712952E-02,
5.005000000000000E+08,-1.495708091332012E-02,
5.007500000000000E+08,-1.480159605010377E-02,
5.010000000000000E+08,-1.524505660626889E-02,
5.012500000000000E+08,-1.559911660813764E-02,
5.015000000000000E+08,-1.585622961163197E-02,
5.017500000000000E+08,-1.597880866379757E-02,
5.020000000000000E+08,-1.614895501816355E-02,
5.022500000000000E+08,-1.646425089219636E-02,
5.025000000000000E+08,-1.694720367349762E-02,
5.027500000000000E+08,-1.725595491429576E-02,
5.030000000000000E+08,-1.761288542996672E-02,
5.032500000000000E+08,-1.789094536601279E-02,
5.035000000000000E+08,-1.835717769232369E-02,
5.037500000000000E+08,-1.870507807816071E-02,
5.040000000000000E+08,-1.928684345156784E-02,
5.042500000000000E+08,-1.969272317436861E-02,
5.045000000000000E+08,-2.031949528021149E-02,
5.047500000000000E+08,-2.078650832956365E-02,
5.050000000000000E+08,-2.137418856302809E-02,
5.052500000000000E+08,-2.189937456186405E-02,
5.055000000000000E+08,-2.269680614449951E-02,
5.057500000000000E+08,-2.321747422176229E-02,
5.060000000000000E+08,-2.395942869757550E-02,
5.062500000000000E+08,-2.466047821085806E-02,
5.065000000000000E+08,-2.538322374591093E-02,
5.067500000000000E+08,-2.592821855974810E-02,
5.070000000000000E+08,-2.696956814013174E-02,
5.072500000000000E+08,-2.777975480321594E-02,
5.075000000000000E+08,-2.864071764557363E-02,
5.077500000000000E+08,-2.974699546321168E-02,
5.080000000000000E+08,-3.069763533597211E-02,
5.082500000000000E+08,-3.193634885468335E-02,
5.085000000000000E+08,-3.304695652932873E-02,
5.087500000000000E+08,-3.422338004327709E-02,
5.090000000000000E+08,-3.573709534631350E-02,
5.092500000000000E+08,-3.698422959728080E-02,
5.095000000000000E+08,-3.826931787692891E-02,
5.097500000000000E+08,-3.977698287277785E-02,
5.100000000000000E+08,-4.133782202743585E-02,
5.102500000000000E+08,-4.313390390705781E-02,
5.105000000000000E+08,-4.487374048322762E-02,
5.107500000000000E+08,-4.677736218079837E-02,
5.110000000000000E+08,-4.881400285760138E-02,
5.112500000000000E+08,-5.093459394400528E-02,
5.115000000000000E+08,-5.315822225777803E-02,
5.117500000000000E+08,-5.561107173314950E-02,
5.120000000000000E+08,-5.791541807202447E-02,
5.122500000000000E+08,-6.066800683682641E-02,
5.125000000000000E+08,-6.335929844626685E-02,
5.127500000000000E+08,-6.639935342841649E-02,
5.130000000000000E+08,-6.961515512322924E-02,
5.132500000000000E+08,-7.307988915957495E-02,
5.135000000000000E+08,-7.650639307556767E-02,
5.137500000000000E+08,-8.048109022444906E-02,
5.140000000000000E+08,-8.488796868285743E-02,
5.142500000000000E+08,-8.943036740854707E-02,
5.145000000000000E+08,-9.427632697515531E-02,
5.147500000000000E+08,-9.951741200421685E-02,
5.150000000000000E+08,-1.051440713692363E-01,
5.152500000000000E+08,-1.114457418600868E-01,
5.155000000000000E+08,-1.182805705520131E-01,
5.157500000000000E+08,-1.259739179713871E-01,
5.160000000000000E+08,-1.341547761407965E-01,
5.162500000000000E+08,-1.430864164969783E-01,
5.165000000000000E+08,-1.534973400518426E-01,
5.167500000000000E+08,-1.650112889867912E-01,
5.170000000000000E+08,-1.781899162401714E-01,
5.172500000000000E+08,-1.929826842258971E-01,
5.175000000000000E+08,-2.102273867420438E-01,
5.177500000000000E+08,-2.304439172389316E-01,
5.180000000000000E+08,-2.539822504683730E-01,
5.182500000000000E+08,-2.823086132547871E-01,
5.185000000000000E+08,-3.167250614891534E-01,
5.187500000000000E+08,-3.591691119894692E-01,
5.190000000000000E+08,-4.124120920742333E-01,
5.192500000000000E+08,-4.798669306301980E-01,
5.195000000000000E+08,-5.672437172489143E-01,
5.197500000000000E+08,-6.821414702146869E-01,
5.200000000000000E+08,-8.354099667705038E-01,
5.202500000000000E+08,-1.043496564135566E+00,
5.205000000000000E+08,-1.328320180295471E+00,
5.207500000000000E+08,-1.722060515250736E+00,
5.210000000000000E+08,-2.268417069715432E+00,
5.212500000000000E+08,-3.021617562818895E+00,
5.215000000000000E+08,-4.048742933134557E+00,
5.217500000000000E+08,-5.421352760392054E+00,
5.220000000000000E+08,-7.213997164935652E+00,
5.222500000000000E+08,-9.506286802879739E+00,
5.225000000000000E+08,-1.241231661615412E+01,
5.227500000000000E+08,-1.616329734091512E+01,
5.230000000000000E+08,-2.135790682154715E+01,
5.232500000000000E+08,-3.037390134083124E+01,
5.235000000000000E+08,-3.731868225398298E+01,
5.237500000000000E+08,-2.739565271657731E+01,
5.240000000000000E+08,-2.411203994901534E+01,
5.242500000000000E+08,-2.267639432077761E+01,
5.245000000000000E+08,-2.217616748183298E+01,
5.247500000000000E+08,-2.230317501207588E+01,
5.250000000000000E+08,-2.292940372813877E+01,
5.252500000000000E+08,-2.400978815695254E+01,
5.255000000000000E+08,-2.553783851415480E+01,
5.257500000000000E+08,-2.751285934659305E+01,
5.260000000000000E+08,-2.969557461744825E+01,
5.262500000000000E+08,-3.114161438373301E+01,
5.265000000000000E+08,-3.056137867665336E+01,
5.267500000000000E+08,-2.865272799186346E+01,
5.270000000000000E+08,-2.667172216586011E+01,
5.272500000000000E+08,-2.503884425007222E+01,
5.275000000000000E+08,-2.374581159752978E+01,
5.277500000000000E+08,-2.276525326650810E+01,
5.280000000000000E+08,-2.203405522238652E+01,
5.282500000000000E+08,-2.151526426891861E+01,
5.285000000000000E+08,-2.117742813935548E+01,
5.287500000000000E+08,-2.100101747649177E+01,
5.290000000000000E+08,-2.097507313199787E+01,
5.292500000000000E+08,-2.108730306397619E+01,
5.295000000000000E+08,-2.133237492487855E+01,
5.297500000000000E+08,-2.171043055380606E+01,
5.300000000000000E+08,-2.222032681049997E+01,
5.302500000000000E+08,-2.286847244462607E+01,
5.305000000000000E+08,-2.366039319113296E+01,
5.307500000000000E+08,-2.459273846089908E+01,
5.310000000000000E+08,-2.566153433978224E+01,
5.312500000000000E+08,-2.682923888446562E+01,
5.315000000000000E+08,-2.800618456909572E+01,
5.317500000000000E+08,-2.898910365022933E+01,
5.320000000000000E+08,-2.947270695438614E+01,
5.322500000000000E+08,-2.927078324316529E+01,
5.325000000000000E+08,-2.848149024151313E+01,
5.327500000000000E+08,-2.739363730224056E+01,
5.330000000000000E+08,-2.624852962160159E+01,
5.332500000000000E+08,-2.517662511196830E+01,
5.335000000000000E+08,-2.421273951062083E+01,
5.337500000000000E+08,-2.337764336756126E+01,
5.340000000000000E+08,-2.265727005667290E+01,
5.342500000000000E+08,-2.204749811940286E+01,
5.345000000000000E+08,-2.153881344660473E+01,
5.347500000000000E+08,-2.112401999374737E+01,
5.350000000000000E+08,-2.078777010334037E+01,
5.352500000000000E+08,-2.052982680422883E+01,
5.355000000000000E+08,-2.034262622303803E+01,
5.357500000000000E+08,-2.021622940205452E+01,
5.360000000000000E+08,-2.015418464714614E+01,
5.362500000000000E+08,-2.014459967234208E+01,
5.365000000000000E+08,-2.019054101771771E+01,
5.367500000000000E+08,-2.028401252884521E+01,
5.370000000000000E+08,-2.042520636142010E+01,
5.372500000000000E+08,-2.060724557927842E+01,
5.375000000000000E+08,-2.082874730613089E+01,
5.377500000000000E+08,-2.108528311061970E+01,
5.380000000000000E+08,-2.137044631485190E+01,
5.382500000000000E+08,-2.167640907689183E+01,
5.385000000000000E+08,-2.200037083148549E+01,
5.387500000000000E+08,-2.232810504092087E+01,
5.390000000000000E+08,-2.265285034797165E+01,
5.392500000000000E+08,-2.295779976940477E+01,
5.395000000000000E+08,-2.323705141386067E+01,
5.397500000000000E+08,-2.347248943861644E+01,
5.400000000000000E+08,-2.366247211686260E+01,
5.402500000000000E+08,-2.379967329889300E+01,
5.405000000000000E+08,-2.387817000557249E+01,
5.407500000000000E+08,-2.390417227680132E+01,
5.410000000000000E+08,-2.388450078328535E+01,
5.412500000000000E+08,-2.382697286784481E+01,
5.415000000000000E+08,-2.374917571368672E+01,
5.417500000000000E+08,-2.366107064920177E+01,
5.420000000000000E+08,-2.356845482090207E+01,
5.422500000000000E+08,-2.348486841109694E+01,
5.425000000000000E+08,-2.342061644656179E+01,
5.427500000000000E+08,-2.338512687357063E+01,
5.430000000000000E+08,-2.337654503411697E+01,
5.432500000000000E+08,-2.340480106942758E+01,
5.435000000000000E+08,-2.347997271650031E+01,
5.437500000000000E+08,-2.359958667106858E+01,
5.440000000000000E+08,-2.376289675577845E+01,
5.442500000000000E+08,-2.398321184252865E+01,
5.445000000000000E+08,-2.425522621630923E+01,
5.447500000000000E+08,-2.458957336241954E+01,
5.450000000000000E+08,-2.499011558746673E+01,
5.452500000000000E+08,-2.546294445899355E+01,
5.455000000000000E+08,-2.601555121854918E+01,
5.457500000000000E+08,-2.665807022350011E+01,
5.460000000000000E+08,-2.740412418339862E+01,
5.462500000000000E+08,-2.826828183762115E+01,
5.465000000000000E+08,-2.927467123412453E+01,
5.467500000000000E+08,-3.046755541273514E+01,
5.470000000000000E+08,-3.188750890800802E+01,
5.472500000000000E+08,-3.362977977434661E+01,
5.475000000000000E+08,-3.581156586394552E+01,
5.477500000000000E+08,-3.876617294985963E+01,
5.480000000000000E+08,-4.322711527461906E+01,
5.482500000000000E+08,-5.168708198283433E+01,
5.485000000000000E+08,-5.101850540319432E+01,
5.487500000000000E+08,-4.313897011982949E+01,
5.490000000000000E+08,-3.899512352031142E+01,
5.492500000000000E+08,-3.629306789351234E+01,
5.495000000000000E+08,-3.432384007924424E+01,
5.497500000000000E+08,-3.279716853302832E+01,
5.500000000000000E+08,-3.156480735079927E+01,
5.502500000000000E+08,-3.055392190575687E+01,
5.505000000000000E+08,-2.971305946699704E+01,
5.507500000000000E+08,-2.900212499181296E+01,
5.510000000000000E+08,-2.840351264126374E+01,
5.512500000000000E+08,-2.789495511670370E+01,
5.515000000000000E+08,-2.745581203358001E+01,
5.517500000000000E+08,-2.708867154459991E+01,
5.520000000000000E+08,-2.676345749593283E+01,
5.522500000000000E+08,-2.648373174284098E+01,
5.525000000000000E+08,-2.623783893018133E+01,
5.527500000000000E+08,-2.601778674070884E+01,
5.530000000000000E+08,-2.581160333637668E+01,
5.532500000000000E+08,-2.562172442719835E+01,
5.535000000000000E+08,-2.544110637893691E+01,
5.537500000000000E+08,-2.525510404096694E+01,
5.540000000000000E+08,-2.507458758169755E+01,
5.542500000000000E+08,-2.488836798421600E+01,
5.545000000000000E+08,-2.469890521156032E+01,
5.547500000000000E+08,-2.450667515921553E+01,
5.550000000000000E+08,-2.431833873796123E+01,
5.552500000000000E+08,-2.412008622650557E+01,
5.555000000000000E+08,-2.392956551167086E+01,
5.557500000000000E+08,-2.374431548607388E+01,
5.560000000000000E+08,-2.356947906487470E+01,
5.562500000000000E+08,-2.341128202129300E+01,
5.565000000000000E+08,-2.326687215612034E+01,
5.567500000000000E+08,-2.314022164560453E+01,
5.570000000000000E+08,-2.303957812996084E+01,
5.572500000000000E+08,-2.296316956774919E+01,
5.575000000000000E+08,-2.292045575518173E+01,
5.577500000000000E+08,-2.290304058784253E+01,
5.580000000000000E+08,-2.291855882579886E+01,
5.582500000000000E+08,-2.296966894873297E+01,
5.585000000000000E+08,-2.305308526697189E+01,
5.587500000000000E+08,-2.316497237654575E+01,
5.590000000000000E+08,-2.331480616599351E+01,
5.592500000000000E+08,-2.348712502827366E+01,
5.595000000000000E+08,-2.368233692709052E+01,
5.597500000000000E+08,-2.389317416127355E+01,
5.600000000000000E+08,-2.410663955995020E+01,
5.602500000000000E+08,-2.431249388627494E+01,
5.605000000000000E+08,-2.448688426245478E+01,
5.607500000000000E+08,-2.460932841576800E+01,
5.610000000000000E+08,-2.467425314128491E+01,
5.612500000000000E+08,-2.465514284171313E+01,
5.615000000000000E+08,-2.454377619508860E+01,
5.617500000000000E+08,-2.434389625676055E+01,
5.620000000000000E+08,-2.406101377757950E+01,
5.622500000000000E+08,-2.371926669065354E+01,
5.625000000000000E+08,-2.333269214589946E+01,
5.627500000000000E+08,-2.292087085887461E+01,
5.630000000000000E+08,-2.251161194934403E+01,
5.632500000000000E+08,-2.211661460741954E+01,
5.635000000000000E+08,-2.174144202352185E+01,
5.637500000000000E+08,-2.140588409368146E+01,
5.640000000000000E+08,-2.111469951247028E+01,
5.642500000000000E+08,-2.087230565866621E+01,
5.645000000000000E+08,-2.068576622303413E+01,
5.647500000000000E+08,-2.055993974569251E+01,
5.650000000000000E+08,-2.049602829930720E+01,
5.652500000000000E+08,-2.050100731153196E+01,
5.655000000000000E+08,-2.057610828303629E+01,
5.657500000000000E+08,-2.072659758209792E+01,
5.660000000000000E+08,-2.095190341712121E+01,
5.662500000000000E+08,-2.126724110001235E+01,
5.665000000000000E+08,-2.166515601974229E+01,
5.667500000000000E+08,-2.215341455745667E+01,
5.670000000000000E+08,-2.272740472861908E+01,
5.672500000000000E+08,-2.337900648928767E+01,
5.675000000000000E+08,-2.407458603787898E+01,
5.677500000000000E+08,-2.476418166515859E+01,
5.680000000000000E+08,-2.535828737646062E+01,
5.682500000000000E+08,-2.572572170872373E+01,
5.685000000000000E+08,-2.576331980643570E+01,
5.687500000000000E+08,-2.543734318838057E+01,
5.690000000000000E+08,-2.481969912686417E+01,
5.692500000000000E+08,-2.404308764948440E+01,
5.695000000000000E+08,-2.322661656746716E+01,
5.697500000000000E+08,-2.245256130715183E+01,
5.700000000000000E+08,-2.176202702296478E+01,
5.702500000000000E+08,-2.119042517384700E+01,
5.705000000000000E+08,-2.075104936692289E+01,
5.707500000000000E+08,-2.045516088733045E+01,
5.710000000000000E+08,-2.031150891223505E+01,
5.712500000000000E+08,-2.033186416735672E+01,
5.715000000000000E+08,-2.053654657305854E+01,
5.717500000000000E+08,-2.094367512180397E+01,
5.720000000000000E+08,-2.158887029068616E+01,
5.722500000000000E+08,-2.252378376393910E+01,
5.725000000000000E+08,-2.380440273926777E+01,
5.727500000000000E+08,-2.549590232449419E+01,
5.730000000000000E+08,-2.758940913338267E+01,
5.732500000000000E+08,-2.958055179733924E+01,
5.735000000000000E+08,-2.992497859580348E+01,
5.737500000000000E+08,-2.820016889490654E+01,
5.740000000000000E+08,-2.603383191383782E+01,
5.742500000000000E+08,-2.430866303744516E+01,
5.745000000000000E+08,-2.318419311626759E+01,
5.747500000000000E+08,-2.269566375372916E+01,
5.750000000000000E+08,-2.285088714703659E+01,
5.752500000000000E+08,-2.347083517071412E+01,
5.755000000000000E+08,-2.332772804118994E+01,
5.757500000000000E+08,-2.049385809562035E+01,
5.760000000000000E+08,-1.629374530296253E+01,
5.762500000000000E+08,-1.240329007874600E+01,
5.765000000000000E+08,-9.176314807240223E+00,
5.767500000000000E+08,-6.618112540291643E+00,
5.770000000000000E+08,-4.676966970846797E+00,
5.772500000000000E+08,-3.274855305306865E+00,
5.775000000000000E+08,-2.304640923304894E+00,
5.777500000000000E+08,-1.652180907683484E+00,
5.780000000000000E+08,-1.219060989222416E+00,
5.782500000000000E+08,-9.314253109536379E-01,
5.785000000000000E+08,-7.382899977099799E-01,
5.787500000000000E+08,-6.061377466976530E-01,
5.790000000000000E+08,-5.139440057009625E-01,
5.792500000000000E+08,-4.481689755335924E-01,
5.795000000000000E+08,-4.001654641988129E-01,
5.797500000000000E+08,-3.640081000428314E-01,
5.800000000000000E+08,-3.365922984759535E-01,
5.802500000000000E+08,-3.149553124937138E-01,
5.805000000000000E+08,-2.975392008352196E-01,
5.807500000000000E+08,-2.838587603403276E-01,
5.810000000000000E+08,-2.721218712047817E-01,
5.812500000000000E+08,-2.618323744928748E-01,
5.815000000000000E+08,-2.540734481740616E-01,
5.817500000000000E+08,-2.468680585693520E-01,
5.820000000000000E+08,-2.402115567165241E-01,
5.822500000000000E+08,-2.346993934991151E-01,
5.825000000000000E+08,-2.298028229244777E-01,
5.827500000000000E+08,-2.252380419334222E-01,
5.830000000000000E+08,-2.211215949553151E-01,
5.832500000000000E+08,-2.176642117870194E-01,
5.835000000000000E+08,-2.141546785488866E-01,
5.837500000000000E+08,-2.109733853988468E-01,
5.840000000000000E+08,-2.079394475045768E-01,
5.842500000000000E+08,-2.049579338319005E-01,
5.845000000000000E+08,-2.025672659755826E-01,
5.847500000000000E+08,-2.000870056903966E-01,
5.850000000000000E+08,-1.977503682185110E-01,
5.852500000000000E+08,-1.956015186374339E-01,
5.855000000000000E+08,-1.936728298980420E-01,
5.857500000000000E+08,-1.917419645799915E-01,
5.860000000000000E+08,-1.899355761842204E-01,
5.862500000000000E+08,-1.881512916461539E-01,
5.865000000000000E+08,-1.865000666738027E-01,
5.867500000000000E+08,-1.849934911750187E-01,
5.870000000000000E+08,-1.834173519595543E-01,
5.872500000000000E+08,-1.815925842778802E-01,
5.875000000000000E+08,-1.805239353683996E-01,
5.877500000000000E+08,-1.790909745354913E-01,
5.880000000000000E+08,-1.777794616762489E-01,
5.882500000000000E+08,-1.763278077106892E-01,
5.885000000000000E+08,-1.751143357845574E-01,
5.887500000000000E+08,-1.740149601120038E-01,
5.890000000000000E+08,-1.728832870736781E-01,
5.892500000000000E+08,-1.719139175249612E-01,
5.895000000000000E+08,-1.707206892566681E-01,
5.897500000000000E+08,-1.695727499393026E-01,
5.900000000000000E+08,-1.684734740914166E-01,
5.902500000000000E+08,-1.675745137910521E-01,
5.905000000000000E+08,-1.664593446715151E-01,
5.907500000000000E+08,-1.656394084497373E-01,
5.910000000000000E+08,-1.645945461049896E-01,
