# Version 1.00
#
# (2.92) P1 SRC, P2 STD, B21 40, B31 0, B501 On, B32 0, B302 Off, 271 pts, 3th, 2 GHz, 10 ms, 25 ms, 0.5 ms, 0.1 ms, Ext Att P1 6 P2 6, LN
# 
freq[Hz],Trc2_S21[s],
4.925000000000000E+08,6.914259186318270E-09,
4.927500000000000E+08,8.222514551590889E-09,
4.930000000000000E+08,7.090566078593869E-09,
4.932500000000000E+08,5.781870170983780E-09,
4.935000000000000E+08,4.285311897020528E-09,
4.937500000000000E+08,4.834859697231119E-09,
4.940000000000000E+08,4.215747836784128E-09,
4.942500000000000E+08,4.400355220892731E-09,
4.945000000000000E+08,4.176121260865773E-09,
4.947500000000000E+08,3.383349165241708E-09,
4.950000000000000E+08,1.482158830010949E-09,
4.952500000000000E+08,2.725659625854029E-09,
4.955000000000000E+08,4.533358312166842E-09,
4.957500000000000E+08,4.462880067212097E-09,
4.960000000000000E+08,5.295565944996647E-09,
4.962500000000000E+08,5.544477277085892E-09,
4.965000000000000E+08,5.414314858259121E-09,
4.967500000000000E+08,5.305664205137868E-09,
4.970000000000000E+08,6.913452821103563E-09,
4.972500000000000E+08,6.879613377643026E-09,
4.975000000000000E+08,6.865924175266690E-09,
4.977500000000000E+08,6.257245678831681E-09,
4.980000000000000E+08,5.458925146496345E-09,
4.982500000000000E+08,5.428674735351415E-09,
4.985000000000000E+08,4.844233154657638E-09,
4.987500000000000E+08,5.304507920514202E-09,
4.990000000000000E+08,5.210428038187908E-09,
4.992500000000000E+08,5.065203296522264E-09,
4.995000000000000E+08,5.895626300056330E-09,
4.997500000000000E+08,5.919252377729333E-09,
5.000000000000000E+08,5.603665403865868E-09,
5.002500000000000E+08,5.764805224052269E-09,
5.005000000000000E+08,6.204155789899382E-09,
5.007500000000000E+08,6.545955945385697E-09,
5.010000000000000E+08,6.228140450964931E-09,
5.012500000000000E+08,6.645734274287538E-09,
5.015000000000000E+08,6.647289827969000E-09,
5.017500000000000E+08,6.579324745794589E-09,
5.020000000000000E+08,6.918752991953074E-09,
5.022500000000000E+08,7.369247471843789E-09,
5.025000000000000E+08,7.076368370949976E-09,
5.027500000000000E+08,6.528901861676251E-09,
5.030000000000000E+08,6.635918192669857E-09,
5.032500000000000E+08,6.870852697994330E-09,
5.035000000000000E+08,7.389201488969643E-09,
5.037500000000000E+08,7.451308159192071E-09,
5.040000000000000E+08,7.635526767160337E-09,
5.042500000000000E+08,7.666140515288406E-09,
5.045000000000000E+08,7.770665916377314E-09,
5.047500000000000E+08,8.092151029938976E-09,
5.050000000000000E+08,8.361313841078024E-09,
5.052500000000000E+08,8.586973599913484E-09,
5.055000000000000E+08,8.588128553946083E-09,
5.057500000000000E+08,8.727759421025611E-09,
5.060000000000000E+08,8.892212031320371E-09,
5.062500000000000E+08,9.024570610777040E-09,
5.065000000000000E+08,9.207032907389428E-09,
5.067500000000000E+08,9.231038756606022E-09,
5.070000000000000E+08,9.320667781135266E-09,
5.072500000000000E+08,9.382788552229695E-09,
5.075000000000000E+08,9.590378177304339E-09,
5.077500000000000E+08,9.706247493719220E-09,
5.080000000000000E+08,9.932178216293653E-09,
5.082500000000000E+08,1.019250540401032E-08,
5.085000000000000E+08,1.045187663765496E-08,
5.087500000000000E+08,1.065033656723887E-08,
5.090000000000000E+08,1.085437459262496E-08,
5.092500000000000E+08,1.117903554938446E-08,
5.095000000000000E+08,1.145413554003389E-08,
5.097500000000000E+08,1.173348707957095E-08,
5.100000000000000E+08,1.195725867986776E-08,
5.102500000000000E+08,1.228073433458330E-08,
5.105000000000000E+08,1.256350746088671E-08,
5.107500000000000E+08,1.289806646047760E-08,
5.110000000000000E+08,1.324436013918473E-08,
5.112500000000000E+08,1.357550913808487E-08,
5.115000000000000E+08,1.385593085320597E-08,
5.117500000000000E+08,1.420175446631569E-08,
5.120000000000000E+08,1.459790154287218E-08,
5.122500000000000E+08,1.498917685697960E-08,
5.125000000000000E+08,1.541857717217494E-08,
5.127500000000000E+08,1.587022792662776E-08,
5.130000000000000E+08,1.633547667202621E-08,
5.132500000000000E+08,1.684215053510845E-08,
5.135000000000000E+08,1.738445869516698E-08,
5.137500000000000E+08,1.796406008587461E-08,
5.140000000000000E+08,1.857250071506291E-08,
5.142500000000000E+08,1.921498334679873E-08,
5.145000000000000E+08,1.991372159387176E-08,
5.147500000000000E+08,2.065638122638445E-08,
5.150000000000000E+08,2.144255221730869E-08,
5.152500000000000E+08,2.228697241633385E-08,
5.155000000000000E+08,2.320603863029908E-08,
5.157500000000000E+08,2.418562907914689E-08,
5.160000000000000E+08,2.524630814261367E-08,
5.162500000000000E+08,2.640935611835527E-08,
5.165000000000000E+08,2.768360673644653E-08,
5.167500000000000E+08,2.907873275804468E-08,
5.170000000000000E+08,3.062164213567497E-08,
5.172500000000000E+08,3.234231012368979E-08,
5.175000000000000E+08,3.426524652549611E-08,
5.177500000000000E+08,3.642129109897778E-08,
5.180000000000000E+08,3.884665367284448E-08,
5.182500000000000E+08,4.159238571559356E-08,
5.185000000000000E+08,4.472188792635968E-08,
5.187500000000000E+08,4.830351226335305E-08,
5.190000000000000E+08,5.242191131008101E-08,
5.192500000000000E+08,5.716624948569278E-08,
5.195000000000000E+08,6.262991639720289E-08,
5.197500000000000E+08,6.887750448543055E-08,
5.200000000000000E+08,7.593463640993221E-08,
5.202500000000000E+08,8.372245312013774E-08,
5.205000000000000E+08,9.201880225038193E-08,
5.207500000000000E+08,1.004494147016884E-07,
5.210000000000000E+08,1.084987170376779E-07,
5.212500000000000E+08,1.155847114481498E-07,
5.215000000000000E+08,1.211588675022907E-07,
5.217500000000000E+08,1.247998843347756E-07,
5.220000000000000E+08,1.262761731503596E-07,
5.222500000000000E+08,1.255910999880463E-07,
5.225000000000000E+08,1.229699780209161E-07,
5.227500000000000E+08,1.188322255369888E-07,
5.230000000000000E+08,1.137114863284708E-07,
5.232500000000000E+08,1.081660316633695E-07,
5.235000000000000E+08,1.026821946576936E-07,
5.237500000000000E+08,9.759835323208864E-08,
5.240000000000000E+08,9.309999328865196E-08,
5.242500000000000E+08,8.923319886410431E-08,
5.245000000000000E+08,8.596078288696518E-08,
5.247500000000000E+08,8.319921298675854E-08,
5.250000000000000E+08,8.085196218565450E-08,
5.252500000000000E+08,7.882946756823748E-08,
5.255000000000000E+08,7.705187202426336E-08,
5.257500000000000E+08,7.545801221627592E-08,
5.260000000000000E+08,7.400003609509334E-08,
5.262500000000000E+08,7.264605392078460E-08,
5.265000000000000E+08,7.137186719237137E-08,
5.267500000000000E+08,7.016634346225672E-08,
5.270000000000000E+08,6.902099849832396E-08,
5.272500000000000E+08,6.793296193840629E-08,
5.275000000000000E+08,6.690205597828966E-08,
5.277500000000000E+08,6.592835162881493E-08,
5.280000000000000E+08,6.501428464144216E-08,
5.282500000000000E+08,6.415882015091720E-08,
5.285000000000000E+08,6.336248662073242E-08,
5.287500000000000E+08,6.262288537723708E-08,
5.290000000000000E+08,6.193738260118383E-08,
5.292500000000000E+08,6.130321215403866E-08,
5.295000000000000E+08,6.071461668450501E-08,
5.297500000000000E+08,6.016743288400853E-08,
5.300000000000000E+08,5.965641688185952E-08,
5.302500000000000E+08,5.917599010023836E-08,
5.305000000000000E+08,5.872130777248393E-08,
5.307500000000000E+08,5.828727560773806E-08,
5.310000000000000E+08,5.787033274391282E-08,
5.312500000000000E+08,5.746640321904451E-08,
5.315000000000000E+08,5.707240819987849E-08,
5.317500000000000E+08,5.668622657757227E-08,
5.320000000000000E+08,5.630705351971970E-08,
5.322500000000000E+08,5.593245041185561E-08,
5.325000000000000E+08,5.556306683632701E-08,
5.327500000000000E+08,5.519987897753654E-08,
5.330000000000000E+08,5.484256569981108E-08,
5.332500000000000E+08,5.449221361082902E-08,
5.335000000000000E+08,5.414928174300439E-08,
5.337500000000000E+08,5.381617970985538E-08,
5.340000000000000E+08,5.349342239952120E-08,
5.342500000000000E+08,5.318216955947672E-08,
5.345000000000000E+08,5.288439035254165E-08,
5.347500000000000E+08,5.259994379712275E-08,
5.350000000000000E+08,5.232882369569788E-08,
5.352500000000000E+08,5.207326862258463E-08,
5.355000000000000E+08,5.183330688497601E-08,
5.357500000000000E+08,5.160732909228636E-08,
5.360000000000000E+08,5.139541588381887E-08,
5.362500000000000E+08,5.119782098530748E-08,
5.365000000000000E+08,5.101338634662186E-08,
5.367500000000000E+08,5.084043695493837E-08,
5.370000000000000E+08,5.067874968575019E-08,
5.372500000000000E+08,5.052676681553290E-08,
5.375000000000000E+08,5.038374896257876E-08,
5.377500000000000E+08,5.024828583885102E-08,
5.380000000000000E+08,5.011899980871593E-08,
5.382500000000000E+08,4.999555831653896E-08,
5.385000000000000E+08,4.987584730514668E-08,
5.387500000000000E+08,4.975985829551052E-08,
5.390000000000000E+08,4.964553758162495E-08,
5.392500000000000E+08,4.953543668456025E-08,
5.395000000000000E+08,4.942575858983538E-08,
5.397500000000000E+08,4.931860385083592E-08,
5.400000000000000E+08,4.921203138801627E-08,
5.402500000000000E+08,4.910721653123764E-08,
5.405000000000000E+08,4.900430133315548E-08,
5.407500000000000E+08,4.890288337939161E-08,
5.410000000000000E+08,4.880391956921221E-08,
5.412500000000000E+08,4.870774287610215E-08,
5.415000000000000E+08,4.861518057515618E-08,
5.417500000000000E+08,4.852510371849700E-08,
5.420000000000000E+08,4.844078148679880E-08,
5.422500000000000E+08,4.835980331326058E-08,
5.425000000000000E+08,4.828486041454130E-08,
5.427500000000000E+08,4.821528895797835E-08,
5.430000000000000E+08,4.815149492526369E-08,
5.432500000000000E+08,4.809320331915929E-08,
5.435000000000000E+08,4.804082603715569E-08,
5.437500000000000E+08,4.799405507084855E-08,
5.440000000000000E+08,4.795337316447715E-08,
5.442500000000000E+08,4.791793359258373E-08,
5.445000000000000E+08,4.788855238578703E-08,
5.447500000000000E+08,4.786430608153175E-08,
5.450000000000000E+08,4.784497041332481E-08,
5.452500000000000E+08,4.782953581144552E-08,
5.455000000000000E+08,4.781850458906464E-08,
5.457500000000000E+08,4.781124454151833E-08,
5.460000000000000E+08,4.780840181700739E-08,
5.462500000000000E+08,4.780799184719201E-08,
5.465000000000000E+08,4.780966213877989E-08,
5.467500000000000E+08,4.781388370345035E-08,
5.470000000000000E+08,4.781988764540945E-08,
5.472500000000000E+08,4.782811172270647E-08,
5.475000000000000E+08,4.783789846868257E-08,
5.477500000000000E+08,4.785029177360773E-08,
5.480000000000000E+08,4.786264197700985E-08,
5.482500000000000E+08,4.787732953284270E-08,
5.485000000000000E+08,4.789433953836796E-08,
5.487500000000000E+08,4.791394417181323E-08,
5.490000000000000E+08,4.793524039222202E-08,
5.492500000000000E+08,4.795925060035985E-08,
5.495000000000000E+08,4.798621495957903E-08,
5.497500000000000E+08,4.801584562739215E-08,
5.500000000000000E+08,4.804841197228883E-08,
5.502500000000000E+08,4.808475566961636E-08,
5.505000000000000E+08,4.812487934425635E-08,
5.507500000000000E+08,4.816896805164599E-08,
5.510000000000000E+08,4.821638238798159E-08,
5.512500000000000E+08,4.826754816371141E-08,
5.515000000000000E+08,4.832331387295640E-08,
5.517500000000000E+08,4.838290302739582E-08,
5.520000000000000E+08,4.844677657794509E-08,
5.522500000000000E+08,4.851487064735514E-08,
5.525000000000000E+08,4.858612642565116E-08,
5.527500000000000E+08,4.866051427682464E-08,
5.530000000000000E+08,4.873877961892327E-08,
5.532500000000000E+08,4.881923320044757E-08,
5.535000000000000E+08,4.890444823280871E-08,
5.537500000000000E+08,4.899182595397209E-08,
5.540000000000000E+08,4.908060220101943E-08,
5.542500000000000E+08,4.917299048010618E-08,
5.545000000000000E+08,4.926919439879231E-08,
5.547500000000000E+08,4.936753820009383E-08,
5.550000000000000E+08,4.946908384305436E-08,
5.552500000000000E+08,4.957406485533333E-08,
5.555000000000000E+08,4.968198811962482E-08,
5.557500000000000E+08,4.979430041662657E-08,
5.560000000000000E+08,4.991014107241171E-08,
5.562500000000000E+08,5.003137854697092E-08,
5.565000000000000E+08,5.015731245717600E-08,
5.567500000000000E+08,5.028860312401027E-08,
5.570000000000000E+08,5.042628954467237E-08,
5.572500000000000E+08,5.057121931701586E-08,
5.575000000000000E+08,5.072351748325984E-08,
5.577500000000000E+08,5.088330213644409E-08,
5.580000000000000E+08,5.105046370941267E-08,
5.582500000000000E+08,5.122571237163373E-08,
5.585000000000000E+08,5.140932780784532E-08,
5.587500000000000E+08,5.160053753323835E-08,
5.590000000000000E+08,5.180057483202219E-08,
5.592500000000000E+08,5.200975679167318E-08,
5.595000000000000E+08,5.222373354161020E-08,
5.597500000000000E+08,5.244619416228649E-08,
5.600000000000000E+08,5.267279011953190E-08,
5.602500000000000E+08,5.290583320351390E-08,
5.605000000000000E+08,5.314324880683019E-08,
5.607500000000000E+08,5.338425708494157E-08,
5.610000000000000E+08,5.362934829155705E-08,
5.612500000000000E+08,5.387721007345682E-08,
5.615000000000000E+08,5.412730009991169E-08,
5.617500000000000E+08,5.438057214499053E-08,
5.620000000000000E+08,5.463946371382294E-08,
5.622500000000000E+08,5.489828273688514E-08,
5.625000000000000E+08,5.516287491059486E-08,
5.627500000000000E+08,5.542996772153647E-08,
5.630000000000000E+08,5.570284063427776E-08,
5.632500000000000E+08,5.598161630940900E-08,
5.635000000000000E+08,5.626874793861283E-08,
5.637500000000000E+08,5.656668117214197E-08,
5.640000000000000E+08,5.687661240677678E-08,
5.642500000000000E+08,5.720065714993540E-08,
5.645000000000000E+08,5.754136454816153E-08,
5.647500000000000E+08,5.790152571887963E-08,
5.650000000000000E+08,5.828145929766424E-08,
5.652500000000000E+08,5.868457554848340E-08,
5.655000000000000E+08,5.911143891301961E-08,
5.657500000000000E+08,5.956339773052486E-08,
5.660000000000000E+08,6.004081493423781E-08,
5.662500000000000E+08,6.054402730367238E-08,
5.665000000000000E+08,6.107350201567521E-08,
5.667500000000000E+08,6.162764944272088E-08,
5.670000000000000E+08,6.220381777688627E-08,
5.672500000000000E+08,6.280165114735377E-08,
5.675000000000000E+08,6.341826250511750E-08,
5.677500000000000E+08,6.405020475895243E-08,
5.680000000000000E+08,6.469727850584407E-08,
5.682500000000000E+08,6.535816716435289E-08,
5.685000000000000E+08,6.603090689648947E-08,
5.687500000000000E+08,6.671503818323549E-08,
5.690000000000000E+08,6.741404777609057E-08,
5.692500000000000E+08,6.812981207301888E-08,
5.695000000000000E+08,6.886953676964911E-08,
5.697500000000000E+08,6.963784686440328E-08,
5.700000000000000E+08,7.044431149711802E-08,
5.702500000000000E+08,7.129888140840326E-08,
5.705000000000000E+08,7.221168642701605E-08,
5.707500000000000E+08,7.319597533610135E-08,
5.710000000000000E+08,7.426463369673965E-08,
5.712500000000000E+08,7.542780297476188E-08,
5.715000000000000E+08,7.669455237076848E-08,
5.717500000000000E+08,7.807534053335552E-08,
5.720000000000000E+08,7.957357058357757E-08,
5.722500000000000E+08,8.119676375170666E-08,
5.725000000000000E+08,8.294504491503132E-08,
5.727500000000000E+08,8.482299454506384E-08,
5.730000000000000E+08,8.683750279371451E-08,
5.732500000000000E+08,8.900488228961456E-08,
5.735000000000000E+08,9.135596351650997E-08,
5.737500000000000E+08,9.394383259459096E-08,
5.740000000000000E+08,9.685118693626895E-08,
5.742500000000000E+08,1.001973281738919E-07,
5.745000000000000E+08,1.041398252626482E-07,
5.747500000000000E+08,1.088531435012411E-07,
5.750000000000000E+08,1.144909868488042E-07,
5.752500000000000E+08,1.210976879316037E-07,
5.755000000000000E+08,1.284913866561127E-07,
5.757500000000000E+08,1.361806733821430E-07,
5.760000000000000E+08,1.433775709233198E-07,
5.762500000000000E+08,1.491458051957664E-07,
5.765000000000000E+08,1.526129582957720E-07,
5.767500000000000E+08,1.531386219006092E-07,
5.770000000000000E+08,1.504112703043676E-07,
5.772500000000000E+08,1.444944939308209E-07,
5.775000000000000E+08,1.358215499402760E-07,
5.777500000000000E+08,1.251445521932687E-07,
5.780000000000000E+08,1.134198686416538E-07,
5.782500000000000E+08,1.016210948165958E-07,
5.785000000000000E+08,9.053403701313435E-08,
5.787500000000000E+08,8.063642410954056E-08,
5.790000000000000E+08,7.208964109517301E-08,
5.792500000000000E+08,6.483974479925746E-08,
5.795000000000000E+08,5.873141073432970E-08,
5.797500000000000E+08,5.357578833732327E-08,
5.800000000000000E+08,4.917522698914202E-08,
5.802500000000000E+08,4.543414248404964E-08,
5.805000000000000E+08,4.220454536259700E-08,
5.807500000000000E+08,3.939247408516220E-08,
5.810000000000000E+08,3.692917493291120E-08,
5.812500000000000E+08,3.474730350242990E-08,
5.815000000000000E+08,3.279621124691843E-08,
5.817500000000000E+08,3.104788416976802E-08,
5.820000000000000E+08,2.948076327200296E-08,
5.822500000000000E+08,2.806359455346308E-08,
5.825000000000000E+08,2.676227938606818E-08,
5.827500000000000E+08,2.557002875111512E-08,
5.830000000000000E+08,2.448316560117623E-08,
5.832500000000000E+08,2.347721826839930E-08,
5.835000000000000E+08,2.253828404484452E-08,
5.837500000000000E+08,2.168267592056995E-08,
5.840000000000000E+08,2.087648975100233E-08,
5.842500000000000E+08,2.014063765459336E-08,
5.845000000000000E+08,1.945076162392330E-08,
5.847500000000000E+08,1.882571289084329E-08,
5.850000000000000E+08,1.823153043933123E-08,
5.852500000000000E+08,1.763927288246895E-08,
5.855000000000000E+08,1.707519064639474E-08,
5.857500000000000E+08,1.660870712718386E-08,
5.860000000000000E+08,1.607565115452737E-08,
5.862500000000000E+08,1.555643437892053E-08,
5.865000000000000E+08,1.514226546751026E-08,
5.867500000000000E+08,1.462889193527506E-08,
5.870000000000000E+08,1.427342611020124E-08,
5.872500000000000E+08,1.395861085173398E-08,
5.875000000000000E+08,1.376852941469331E-08,
5.877500000000000E+08,1.334536238499008E-08,
5.880000000000000E+08,1.303628526533322E-08,
5.882500000000000E+08,1.282949706377110E-08,
5.885000000000000E+08,1.244449772977779E-08,
5.887500000000000E+08,1.202852797280236E-08,
5.890000000000000E+08,1.158209236591937E-08,
5.892500000000000E+08,1.143211577657739E-08,
5.895000000000000E+08,1.098865221988401E-08,
5.897500000000000E+08,1.083560666352792E-08,
5.900000000000000E+08,1.053206256943965E-08,
5.902500000000000E+08,1.052366382969787E-08,
5.905000000000000E+08,1.035862821731184E-08,
5.907500000000000E+08,1.020083629258418E-08,
5.910000000000000E+08,1.030345055947945E-08,
5.912500000000000E+08,1.013969458961245E-08,
5.915000000000000E+08,9.931029614849440E-09,
5.917500000000000E+08,9.555762477037400E-09,
5.920000000000000E+08,9.308780084342241E-09,
5.922500000000000E+08,8.999921833845754E-09,
5.925000000000000E+08,8.170890885236035E-09,
5.927500000000000E+08,8.010299316410942E-09,
5.930000000000000E+08,8.701087159738902E-09,
5.932500000000000E+08,8.461975901040539E-09,
5.935000000000000E+08,8.183843836625887E-09,
5.937500000000000E+08,8.358644591058096E-09,
5.940000000000000E+08,8.935678058588445E-09,
5.942500000000000E+08,8.203079791488430E-09,
5.945000000000000E+08,8.113268969196389E-09,
5.947500000000000E+08,6.799022593625028E-09,
5.950000000000000E+08,6.497776854966230E-09,
5.952500000000000E+08,5.626911225166525E-09,
5.955000000000000E+08,6.395708285672014E-09,
5.957500000000000E+08,6.457503168094544E-09,
5.960000000000000E+08,6.553966952034809E-09,
5.962500000000000E+08,7.565376298701040E-09,
