# Version 1.00
#
# (2.92) P1 SRC, P2 STD, B21 40, B31 0, B501 On, B32 0, B302 Off, 271 pts, 3th, 2 GHz, 10 ms, 25 ms, 0.5 ms, 0.1 ms, Ext Att P1 6 P2 6, LN
# 
freq[Hz],Trc2_S21[s],
5.965000000000000E+08,8.845014101826642E-09,
5.967500000000000E+08,1.005996952963177E-08,
5.970000000000000E+08,1.075192395045350E-08,
5.972500000000000E+08,1.112244197604928E-08,
5.975000000000000E+08,1.032662125392562E-08,
5.977500000000000E+08,1.097961933951718E-08,
5.980000000000000E+08,1.169381589338981E-08,
5.982500000000000E+08,1.171137585866889E-08,
5.985000000000000E+08,8.876650010919907E-09,
5.987500000000000E+08,4.640880597725669E-09,
5.990000000000000E+08,3.843757647066558E-10,
5.992500000000000E+08,4.322704206445661E-10,
5.995000000000000E+08,-1.774760749816514E-09,
5.997500000000000E+08,-3.191584691683393E-09,
6.000000000000000E+08,-1.021910816048327E-09,
6.002500000000000E+08,9.991237429721349E-10,
6.005000000000000E+08,2.461774099772981E-09,
6.007500000000000E+08,7.076871818708852E-09,
6.010000000000000E+08,1.146758525732498E-08,
6.012500000000000E+08,1.034292365922986E-08,
6.015000000000000E+08,1.402838561736417E-08,
6.017500000000000E+08,7.749074041770276E-09,
6.020000000000000E+08,5.982791449309191E-09,
6.022500000000000E+08,7.762710197863464E-09,
6.025000000000000E+08,9.058990438648132E-09,
6.027500000000000E+08,9.551310689631766E-09,
6.030000000000000E+08,5.883001434308072E-09,
6.032500000000000E+08,-6.620586398062498E-09,
6.035000000000000E+08,-1.318148828696651E-08,
6.037500000000000E+08,-5.130345065091667E-09,
6.040000000000000E+08,7.340772265382546E-09,
6.042500000000000E+08,2.949733686535962E-08,
6.045000000000000E+08,1.784940158592525E-08,
6.047500000000000E+08,9.175775015677031E-09,
6.050000000000000E+08,-4.248002241477976E-10,
6.052500000000000E+08,1.007515846823770E-09,
6.055000000000000E+08,1.477538779545011E-08,
6.057500000000000E+08,-2.050102444123636E-09,
6.060000000000000E+08,-1.613395751224952E-08,
6.062500000000000E+08,-2.079755198387208E-08,
6.065000000000000E+08,-3.151871450360990E-08,
6.067500000000000E+08,1.034665448309378E-09,
6.070000000000000E+08,7.638908987311315E-09,
6.072500000000000E+08,1.341623716166834E-08,
6.075000000000000E+08,3.445285461983221E-08,
6.077500000000000E+08,6.211931764982821E-09,
6.080000000000000E+08,6.796926708208204E-09,
6.082500000000000E+08,5.274365329464765E-09,
6.085000000000000E+08,-3.262202532597743E-08,
6.087500000000000E+08,-3.089297284873376E-08,
6.090000000000000E+08,-5.513103366887848E-09,
6.092500000000000E+08,-1.237146027633169E-08,
6.095000000000000E+08,-3.375619716870710E-08,
6.097500000000000E+08,7.999637049206866E-09,
6.100000000000000E+08,-6.547898359862641E-09,
6.102500000000000E+08,8.692313691540647E-08,
6.105000000000000E+08,3.846822303316786E-08,
6.107500000000000E+08,9.752745472948536E-08,
6.110000000000000E+08,1.009576876085287E-07,
6.112500000000000E+08,2.060259030614291E-08,
6.115000000000000E+08,-2.558034477384317E-08,
6.117500000000000E+08,3.944748324709812E-08,
6.120000000000000E+08,4.845891593953059E-08,
6.122500000000000E+08,-2.283861095656197E-08,
6.125000000000000E+08,2.849434075259553E-08,
6.127500000000000E+08,-6.340457615686837E-10,
6.130000000000000E+08,5.706079277255755E-08,
6.132500000000000E+08,5.361899445711815E-08,
6.135000000000000E+08,6.724040772438890E-08,
6.137500000000000E+08,7.654014855289082E-08,
6.140000000000000E+08,-8.621338826399631E-10,
6.142500000000000E+08,-5.805448549990428E-08,
6.145000000000000E+08,-1.522034724150598E-08,
6.147500000000000E+08,-4.198751626101833E-08,
6.150000000000000E+08,1.565645398633012E-09,
6.152500000000000E+08,-1.933301110544862E-08,
6.155000000000000E+08,-2.228627253085795E-08,
6.157500000000000E+08,-1.119698396548034E-09,
6.160000000000000E+08,4.914586819889361E-08,
6.162500000000000E+08,5.351194553034250E-08,
6.165000000000000E+08,8.901638598358635E-09,
6.167500000000000E+08,3.603144614141442E-08,
6.170000000000000E+08,4.150952133595118E-08,
6.172500000000000E+08,-3.285304492511080E-08,
6.175000000000000E+08,-6.927605868650387E-08,
6.177500000000000E+08,-2.098716926292661E-08,
6.180000000000000E+08,9.472026449569042E-09,
6.182500000000000E+08,8.205331649837713E-08,
6.185000000000000E+08,2.470037138694051E-07,
6.187500000000000E+08,4.449719116043188E-07,
6.190000000000000E+08,7.052528773907481E-07,
6.192500000000000E+08,7.693032732493693E-07,
6.195000000000000E+08,9.236497064458385E-07,
6.197500000000000E+08,1.025121374047303E-06,
6.200000000000000E+08,9.277711391118651E-07,
6.202500000000000E+08,7.610872978952218E-07,
6.205000000000000E+08,6.078894711398103E-07,
6.207500000000000E+08,4.698056914388703E-07,
6.210000000000000E+08,3.634534737920611E-07,
6.212500000000000E+08,3.002653657491608E-07,
6.215000000000000E+08,2.108943852327198E-07,
6.217500000000000E+08,2.225131837381621E-07,
6.220000000000000E+08,2.122191566240747E-07,
6.222500000000000E+08,1.480609136308182E-07,
6.225000000000000E+08,1.957234395844940E-07,
6.227500000000000E+08,1.491764978409707E-07,
6.230000000000000E+08,1.006672713332545E-07,
6.232500000000000E+08,7.411745231849322E-08,
6.235000000000000E+08,-3.226391497872854E-08,
6.237500000000000E+08,-1.009462437180607E-08,
6.240000000000000E+08,1.080152485441869E-07,
6.242500000000000E+08,1.794002082251660E-07,
6.245000000000000E+08,3.221475288434356E-07,
6.247500000000000E+08,5.434296476493722E-07,
6.250000000000000E+08,7.109712165538949E-07,
6.252500000000000E+08,8.784201617352415E-07,
6.255000000000000E+08,9.552278773549136E-07,
6.257500000000000E+08,1.110557505298931E-06,
6.260000000000000E+08,1.171258491127315E-06,
6.262500000000000E+08,9.673437780770912E-07,
6.265000000000000E+08,6.763163245737257E-07,
6.267500000000000E+08,3.935293979901658E-07,
6.270000000000000E+08,5.927788618654843E-08,
6.272500000000000E+08,-1.370396408640567E-07,
6.275000000000000E+08,-3.193022257434762E-07,
6.277500000000000E+08,-4.812731259796548E-07,
6.280000000000000E+08,-6.473445043174646E-07,
6.282500000000000E+08,-7.401366556769634E-07,
6.285000000000000E+08,-7.145501609859795E-07,
6.287500000000000E+08,-6.212477889730337E-07,
6.290000000000000E+08,-5.237393405314285E-07,
6.292500000000000E+08,-4.042463787138175E-07,
6.295000000000000E+08,-2.195577847038511E-07,
6.297500000000000E+08,-2.194138399153303E-08,
6.300000000000000E+08,1.865734081262684E-07,
6.302500000000000E+08,3.177492219365424E-07,
6.305000000000000E+08,4.311148955750355E-07,
6.307500000000000E+08,4.097312698932032E-07,
6.310000000000000E+08,3.156828315781183E-07,
6.312500000000000E+08,1.648201035949766E-07,
6.315000000000000E+08,1.695461061047983E-08,
6.317500000000000E+08,-1.351330786480056E-07,
6.320000000000000E+08,-2.786082302922134E-07,
6.322500000000000E+08,-2.887121222626628E-07,
6.325000000000000E+08,-2.312312584373593E-07,
6.327500000000000E+08,-2.780727674054942E-07,
6.330000000000000E+08,-2.954635767360191E-07,
6.332500000000000E+08,-2.861462927233303E-07,
6.335000000000000E+08,-2.632874059255421E-07,
6.337500000000000E+08,-2.545527178496075E-07,
6.340000000000000E+08,-2.508489857210172E-07,
6.342500000000000E+08,-1.032194836432615E-07,
6.345000000000000E+08,1.183981005691078E-08,
6.347500000000000E+08,3.241938127293203E-08,
6.350000000000000E+08,1.329258447518501E-07,
6.352500000000000E+08,1.855616354020769E-07,
6.355000000000000E+08,2.210182131888083E-07,
6.357500000000000E+08,2.866668658499473E-07,
6.360000000000000E+08,3.242349538720002E-07,
6.362500000000000E+08,2.815367388924946E-07,
6.365000000000000E+08,1.769150716151324E-07,
6.367500000000000E+08,8.351298280135833E-08,
6.370000000000000E+08,7.147652466599223E-08,
6.372500000000000E+08,6.589422134013459E-08,
6.375000000000000E+08,-1.389937470273967E-08,
6.377500000000000E+08,-4.873797399826348E-08,
6.380000000000000E+08,-1.161947050260144E-07,
6.382500000000000E+08,-1.335144297495265E-07,
6.385000000000000E+08,-1.997367921818573E-07,
6.387500000000000E+08,-7.039505858320967E-08,
6.390000000000000E+08,1.318487723267383E-08,
6.392500000000000E+08,2.377282437519214E-08,
6.395000000000000E+08,8.205832757239899E-08,
6.397500000000000E+08,1.821914689008789E-07,
6.400000000000000E+08,2.490718063411501E-07,
6.402500000000000E+08,3.295614996773211E-07,
6.405000000000000E+08,3.465052244686713E-07,
6.407500000000000E+08,2.621722575147898E-07,
6.410000000000000E+08,7.531956496930875E-08,
6.412500000000000E+08,-2.095683291601778E-07,
6.415000000000000E+08,-4.137305518805591E-07,
6.417500000000000E+08,-6.488249160457945E-07,
6.420000000000000E+08,-7.746335222420325E-07,
6.422500000000000E+08,-8.329076608843142E-07,
6.425000000000000E+08,-7.792956600753974E-07,
6.427500000000000E+08,-7.659011688496523E-07,
6.430000000000000E+08,-6.189288947556892E-07,
6.432500000000000E+08,-5.128530202362680E-07,
6.435000000000000E+08,-5.232801114467983E-07,
6.437500000000000E+08,-5.305793053946273E-07,
6.440000000000000E+08,-6.049963098809144E-07,
6.442500000000000E+08,-6.301711833305480E-07,
6.445000000000000E+08,-6.214077658677741E-07,
6.447500000000000E+08,-5.056227309862031E-07,
6.450000000000000E+08,-4.601930017948463E-07,
6.452500000000000E+08,-3.771538587173238E-07,
6.455000000000000E+08,-2.340183390546755E-07,
6.457500000000000E+08,-1.655444152790583E-07,
6.460000000000000E+08,-2.277863625722038E-08,
6.462500000000000E+08,-2.359137154689580E-08,
6.465000000000000E+08,-7.625481507670162E-08,
6.467500000000000E+08,-2.000197432850980E-07,
6.470000000000000E+08,-2.487811815944428E-07,
6.472500000000000E+08,-1.944742956749944E-07,
6.475000000000000E+08,-1.602895182742478E-07,
6.477500000000000E+08,-2.228970151546995E-07,
6.480000000000000E+08,-2.072193605331089E-07,
6.482500000000000E+08,-1.480751182875427E-07,
6.485000000000000E+08,-2.464078252472017E-07,
6.487500000000000E+08,-3.050254362419396E-07,
6.490000000000000E+08,-2.835866524691610E-07,
6.492500000000000E+08,-3.673323496151621E-07,
6.495000000000000E+08,-5.253601948040674E-07,
6.497500000000000E+08,-6.267576056501116E-07,
6.500000000000000E+08,-7.489739086474676E-07,
